Comunidad Autónoma,Año,PIB,Poblacion,PIB per capita,Recoleccion-domésticos y vias,Recoleccion-voluminosos,Recoleccion-metálicos,Recoleccion-vidrio,Recoleccion-papel y carton,Recoleccion-plasticos,Recoleccion-madera,Recoleccion-textiles,Recoleccion-eq. electricos,Recoleccion-pilas,Recoleccion-animales,Recoleccion-Envases mixtos,lodos,Recoleccion-construccion,Recoleccion-otros,TOTAL RESIDUOS MEZCLADOS,TOTAL RESIDUOS DE RECOGIDA SEPARADA,TOTAL RESIDUOS,Reciclado procedente de recogida separada,Materiales recuperados-TMB mezclados,Compostado/Digestion anaerobia de FORS,Compostado/Digestión anaerobia,Incinerado,Vertido de rechazos,Vertido sin tratamiento previo,Total,Biological treatment of waste - Anaerobic digestion at biogas facilities,Biological treatment of waste - Composting,Biological treatment of waste - Solid waste disposal on land,Clinical waste incineration,Cremation,Domestic wastewater handling,Hazardous waste incineration,Industrial waste incineration,Industrial wastewater handling,Municipal waste incineration,Open burning of waste,Other waste (please specify in IIR),Other waste incineration (please specify in the IIR),Other wastewater handling,Sewage sludge incineration
PRINCIPADO DE ASTURIAS,2010,22733586.0,1084341.0,20965.35,444310.0,6488.0,584.0,31626.0,93158.0,339.0,56.0,0.0,1679.0,202.0,7767.0,10284.0,0.0,19839.0,1375.0,450798.0,166909.0,617707.0,124535.31,0.0,15639.6875,0.0,0.0,4347.5,384419.125,528941.25,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2013,26566278.0,1472049.0,18047.14,606321.0,3814.0,190.0,22132.0,7474.0,106.0,741.0,215.0,372.0,108.0,4671.0,12401.0,0.0,1793.0,2887.0,610135.0,53090.0,663225.0,69800.5,17241.5,1751.5,115894.5,862.5,471407.0,11464.5,688422.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2016,29369879.0,1464847.0,20049.79,613940.0,10283.0,242.0,24485.0,17864.0,1512.0,859.0,564.0,965.0,95.0,5177.0,14860.0,0.0,2587.0,81.0,624223.0,69291.0,693514.0,82.96,26.423,0.0,125.29,0.0,484148.0,23251.0,742072.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2014,26712051.0,1466818.0,18210.88,596188.0,11546.0,196.0,21991.0,12864.0,172.0,801.0,142.0,1971.0,606.0,4788.0,12795.0,0.0,12079.0,754.0,607734.0,69159.0,676893.0,61825.0,13132.0,0.0,98669.0,0.0,485697.0,10669.0,669991.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2017,30538493.0,1470273.0,20770.63,640121.0,13814.0,240.0,24809.0,18764.0,694.0,1427.0,574.0,1688.0,61.0,4812.0,16144.0,0.0,1849.0,12.0,653935.0,71074.0,725009.0,81408.0,19962.0,0.0,141790.0,0.0,492496.0,0.0,735655.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2018,31198376.0,1478509.0,21101.24,639712.0,7768.0,316.0,26263.0,20879.0,133.0,2129.0,560.0,1311.0,40.0,9046.0,18170.0,0.0,3612.0,15.0,647480.0,82474.0,729954.0,82964.0,26423.0,0.0,125286.0,0.0,484148.0,23251.0,742072.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2010,27912742.0,1461979.0,19092.44,711540.0,15924.0,817.0,74000.0,22561.0,4404.0,871.0,46.0,1752.0,218.0,52953.0,13236.0,1.0,472.0,8708.0,727464.0,180039.0,907503.0,66809.69,15700.4375,1094.6875,109434.94,539.06,476765.75,11166.1875,681510.38,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2015,28492083.0,1467288.0,19418.19,589409.0,11306.0,194.0,23450.0,13814.0,170.0,793.0,144.0,2373.0,730.0,11503.0,13466.0,0.0,11965.0,747.0,600715.0,79349.0,680064.0,77776.0,21351.0,3503.0,133120.0,1725.0,457117.0,12260.0,706853.0,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2012,26508820.0,1474449.0,17978.8,579368.0,3488.0,263.0,22590.0,8430.0,1512.0,560.0,328.0,564.0,120.0,7402.0,15688.0,4.0,2142.0,123.0,582856.0,59726.0,642582.0,65812.75,15186.75,875.75,107281.75,431.25,478552.0,11066.75,679206.5,,,,,,,,,,,,,,,
REGIÓN DE MURCIA,2011,27236069.0,1470069.0,18527.07,577721.0,1694.0,3275.0,18755.0,18849.0,2281.0,1206.0,421.0,2020.0,133.0,2312.0,13506.0,0.0,3496.0,675.0,579415.0,66929.0,646344.0,67806.62,16214.125,1313.625,111588.12,646.88,474979.5,11265.625,683814.25,,,,,,,,,,,,,,,
TOTAL NACIONAL,2014,1032158000.0,46771341.0,22068.17,16886941.0,643136.0,22598.0,733864.0,976896.0,39807.0,88498.0,41329.0,52582.0,3061.0,781960.0,565736.0,0.0,433444.0,58455.0,17530077.0,3798230.0,21328307.0,2873913.0,595446.0,489154.0,2565033.0,2459046.0,7520360.0,4334087.0,20837040.0,0.49,0.83,4.46,0.0,0.47,0.22,0.0,0.0,0.09,0.0,622.23,17.46,0.0,2.08,11.24
TOTAL NACIONAL,2012,1031099000.0,47265321.0,21815.13,17911466.0,403637.0,34640.0,735547.0,1085574.0,107524.0,130509.0,14656.0,32179.0,1876.0,799776.0,641266.0,24849.0,442031.0,30281.0,18315103.0,4080708.0,22395811.0,2973773.75,614441.0,494190.75,2633982.75,2491541.75,7534448.25,4270862.5,21013239.25,0.25,0.99,4.74,0.0,0.38,0.22,0.0,0.0,0.08,0.0,542.86,18.72,0.0,0.67,15.78
TOTAL NACIONAL,2015,1077590000.0,46624382.0,23112.16,17106176.0,647373.0,22430.0,755608.0,1008959.0,39453.0,87765.0,40767.0,63338.0,3687.0,789919.0,592353.0,0.0,430561.0,57905.0,17753549.0,3892745.0,21646294.0,3273360.0,671425.0,509298.0,2840833.0,2589025.0,7576718.0,4081184.0,21541842.0,0.57,0.88,4.6,0.0,0.52,0.22,0.0,0.0,0.09,0.0,797.12,17.37,0.0,2.08,11.58
TOTAL NACIONAL,2010,1072709000.0,47021031.0,22813.39,18808667.0,586598.0,56416.0,804000.0,1467365.0,185501.0,192052.0,4683.0,61216.0,3083.0,954377.0,640286.0,44694.0,437595.0,133490.0,19395265.0,4984758.0,24380023.0,2998739.19,619189.75,495449.6875,2651220.44,2499665.44,7537970.56,4255055.875,21057289.56,0.12,1.09,4.52,0.0,0.32,0.31,0.0,0.0,0.09,0.0,792.33,16.23,0.0,1.49,13.14
TOTAL NACIONAL,2017,1161867000.0,46572132.0,24947.69,17457709.0,814281.0,20940.0,815883.0,1061380.0,24571.0,189733.0,39235.0,54599.0,1780.0,876822.0,660932.0,0.0,495597.0,1719.0,18271990.0,4243191.0,22515181.0,3372785.0,660153.0,498827.0,3419208.0,2803475.0,7571910.0,3691506.0,22017865.0,0.51,0.86,4.52,0.0,0.55,0.21,0.0,0.0,0.09,0.0,742.75,16.83,0.0,2.09,11.61
TOTAL NACIONAL,2016,1113840000.0,46557008.0,23924.22,17141367.0,910708.0,20376.0,797928.0,1021166.0,25119.0,95081.0,34616.0,46068.0,1920.0,835703.0,611790.0,0.0,295142.0,41389.0,18052075.0,3826298.0,21878373.0,3372785.0,660153.0,498827.0,3419208.0,2803475.0,7571910.0,3691506.0,22017865.0,0.39,0.86,4.54,0.0,0.56,0.21,0.0,0.0,0.09,0.0,785.16,50.31,0.0,2.08,11.92
TOTAL NACIONAL,2011,1063763000.0,47190493.0,22541.89,18291848.0,481780.0,43394.0,733682.0,1266397.0,104681.0,127522.0,7668.0,29330.0,1624.0,930511.0,653976.0,33302.0,564613.0,11651.0,18773628.0,4508351.0,23281979.0,3023704.62,623938.5,496708.625,2668458.12,2507789.12,7541492.88,4239249.25,21101339.88,0.19,1.03,4.76,0.0,0.34,0.23,0.0,0.0,0.09,0.0,826.9,19.8,0.0,1.45,13.03
TOTAL NACIONAL,2013,1020348000.0,47129783.0,21649.75,17320704.0,532122.0,20985.0,720930.0,988226.0,21577.0,105646.0,23488.0,41644.0,7119.0,844081.0,559258.0,0.0,465104.0,134801.0,17852826.0,3932859.0,21785685.0,3073635.5,633436.0,499226.5,2702933.5,2524036.5,7548537.5,4207636.0,21189440.5,0.41,0.91,4.66,0.0,0.39,0.22,0.0,0.0,0.08,0.0,954.47,17.95,0.0,0.67,10.58
TOTAL NACIONAL,2018,1204241000.0,46722980.0,25774.06,17611068.0,673495.0,27875.0,834764.0,1067384.0,24050.0,136153.0,40344.0,58733.0,1890.0,1010016.0,743556.0,0.0,472548.0,1891.0,18284563.0,4419204.0,22703767.0,3221200.0,786394.0,949190.0,3314166.0,2579509.0,8356432.0,3531459.0,22264823.0,0.51,0.78,4.81,0.0,0.6,0.21,0.0,0.0,0.09,0.0,1009.63,17.52,0.0,2.09,11.56
