Tipo de residuo;Comunidades autónomas;periodo;Total
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Navarra, Comunidad Foral de;2012;9.262
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Navarra, Comunidad Foral de;2011;8.984
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Navarra, Comunidad Foral de;2010;10.709
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2018;25.268
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2017;20.175
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2016;30.764
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2015;8.447
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2014;7.293
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2013;22.008
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2012;10.149
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2011;11.062
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);País Vasco;2010;24.083
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2018;3.193
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2017;1.592
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2016;1.529
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2015;842
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2014;846
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2013;8.702
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2012;1.040
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2011;741
10.1.2 Residuos domésticos voluminosos mezclados (enseres domésticos);Rioja, La;2010;1.276
06 Residuos metálicos;Total nacional;2018;27.875
06 Residuos metálicos;Total nacional;2017;20.940
06 Residuos metálicos;Total nacional;2016;20.376
06 Residuos metálicos;Total nacional;2015;22.430
06 Residuos metálicos;Total nacional;2014;22.598
06 Residuos metálicos;Total nacional;2013;20.985
06 Residuos metálicos;Total nacional;2012;34.640
06 Residuos metálicos;Total nacional;2011;43.394
06 Residuos metálicos;Total nacional;2010;56.416
06 Residuos metálicos;Andalucía;2018;1.600
06 Residuos metálicos;Andalucía;2017;4.627
06 Residuos metálicos;Andalucía;2016;4.425
06 Residuos metálicos;Andalucía;2015;4.324
06 Residuos metálicos;Andalucía;2014;4.321
06 Residuos metálicos;Andalucía;2013;5.361
06 Residuos metálicos;Andalucía;2012;7.185
06 Residuos metálicos;Andalucía;2011;8.370
06 Residuos metálicos;Andalucía;2010;11.203
06 Residuos metálicos;Aragón;2018;324
06 Residuos metálicos;Aragón;2017;220
06 Residuos metálicos;Aragón;2016;327
06 Residuos metálicos;Aragón;2015;346
06 Residuos metálicos;Aragón;2014;348
06 Residuos metálicos;Aragón;2013;362
06 Residuos metálicos;Aragón;2012;977
06 Residuos metálicos;Aragón;2011;1.011
06 Residuos metálicos;Aragón;2010;1.105
06 Residuos metálicos;Asturias, Principado de;2018;813
06 Residuos metálicos;Asturias, Principado de;2017;827
06 Residuos metálicos;Asturias, Principado de;2016;563
06 Residuos metálicos;Asturias, Principado de;2015;750
06 Residuos metálicos;Asturias, Principado de;2014;757
06 Residuos metálicos;Asturias, Principado de;2013;541
06 Residuos metálicos;Asturias, Principado de;2012;999
06 Residuos metálicos;Asturias, Principado de;2011;439
06 Residuos metálicos;Asturias, Principado de;2010;584
06 Residuos metálicos;Balears, Illes;2018;7.982
06 Residuos metálicos;Balears, Illes;2017;775
06 Residuos metálicos;Balears, Illes;2016;569
06 Residuos metálicos;Balears, Illes;2015;259
06 Residuos metálicos;Balears, Illes;2014;261
06 Residuos metálicos;Balears, Illes;2013;137
06 Residuos metálicos;Balears, Illes;2012;153
06 Residuos metálicos;Balears, Illes;2011;500
06 Residuos metálicos;Balears, Illes;2010;270
06 Residuos metálicos;Canarias;2018;2.305
06 Residuos metálicos;Canarias;2017;1.334
06 Residuos metálicos;Canarias;2016;1.096
06 Residuos metálicos;Canarias;2015;515
06 Residuos metálicos;Canarias;2014;520
06 Residuos metálicos;Canarias;2013;253
06 Residuos metálicos;Canarias;2012;1.012
06 Residuos metálicos;Canarias;2011;1.529
06 Residuos metálicos;Canarias;2010;1.953
06 Residuos metálicos;Cantabria;2018;484
06 Residuos metálicos;Cantabria;2017;418
06 Residuos metálicos;Cantabria;2016;421
06 Residuos metálicos;Cantabria;2015;307
06 Residuos metálicos;Cantabria;2014;310
06 Residuos metálicos;Cantabria;2013;293
06 Residuos metálicos;Cantabria;2012;444
06 Residuos metálicos;Cantabria;2011;454
06 Residuos metálicos;Cantabria;2010;1.005
06 Residuos metálicos;Castilla y León;2018;816
06 Residuos metálicos;Castilla y León;2017;596
06 Residuos metálicos;Castilla y León;2016;926
06 Residuos metálicos;Castilla y León;2015;996
06 Residuos metálicos;Castilla y León;2014;1.005
06 Residuos metálicos;Castilla y León;2013;314
06 Residuos metálicos;Castilla y León;2012;372
06 Residuos metálicos;Castilla y León;2011;1.378
06 Residuos metálicos;Castilla y León;2010;1.108
06 Residuos metálicos;Castilla - La Mancha;2018;531
06 Residuos metálicos;Castilla - La Mancha;2017;399
06 Residuos metálicos;Castilla - La Mancha;2016;290
06 Residuos metálicos;Castilla - La Mancha;2015;354
06 Residuos metálicos;Castilla - La Mancha;2014;358
06 Residuos metálicos;Castilla - La Mancha;2013;317
06 Residuos metálicos;Castilla - La Mancha;2012;385
06 Residuos metálicos;Castilla - La Mancha;2011;2.787
06 Residuos metálicos;Castilla - La Mancha;2010;11.221
06 Residuos metálicos;Cataluña;2018;7.293
06 Residuos metálicos;Cataluña;2017;7.023
06 Residuos metálicos;Cataluña;2016;4.091
06 Residuos metálicos;Cataluña;2015;4.885
06 Residuos metálicos;Cataluña;2014;4.932
06 Residuos metálicos;Cataluña;2013;4.423
06 Residuos metálicos;Cataluña;2012;6.420
06 Residuos metálicos;Cataluña;2011;3.363
06 Residuos metálicos;Cataluña;2010;13.187
06 Residuos metálicos;Comunitat Valenciana;2018;2.052
06 Residuos metálicos;Comunitat Valenciana;2017;1.341
06 Residuos metálicos;Comunitat Valenciana;2016;763
06 Residuos metálicos;Comunitat Valenciana;2015;2.119
06 Residuos metálicos;Comunitat Valenciana;2014;2.139
06 Residuos metálicos;Comunitat Valenciana;2013;1.663
06 Residuos metálicos;Comunitat Valenciana;2012;1.533
06 Residuos metálicos;Comunitat Valenciana;2011;842
06 Residuos metálicos;Comunitat Valenciana;2010;3.290
06 Residuos metálicos;Extremadura;2018;123
06 Residuos metálicos;Extremadura;2017;199
06 Residuos metálicos;Extremadura;2016;3.836
06 Residuos metálicos;Extremadura;2015;2.561
06 Residuos metálicos;Extremadura;2014;2.585
06 Residuos metálicos;Extremadura;2013;39
06 Residuos metálicos;Extremadura;2012;96
06 Residuos metálicos;Extremadura;2011;157
06 Residuos metálicos;Extremadura;2010;1.220
06 Residuos metálicos;Galicia;2018;1.250
06 Residuos metálicos;Galicia;2017;652
06 Residuos metálicos;Galicia;2016;663
06 Residuos metálicos;Galicia;2015;2.751
06 Residuos metálicos;Galicia;2014;2.778
06 Residuos metálicos;Galicia;2013;1.099
06 Residuos metálicos;Galicia;2012;790
06 Residuos metálicos;Galicia;2011;537
06 Residuos metálicos;Galicia;2010;884
06 Residuos metálicos;Madrid, Comunidad de;2018;769
06 Residuos metálicos;Madrid, Comunidad de;2017;663
06 Residuos metálicos;Madrid, Comunidad de;2016;522
06 Residuos metálicos;Madrid, Comunidad de;2015;1.556
06 Residuos metálicos;Madrid, Comunidad de;2014;1.571
06 Residuos metálicos;Madrid, Comunidad de;2013;3.515
06 Residuos metálicos;Madrid, Comunidad de;2012;11.088
06 Residuos metálicos;Madrid, Comunidad de;2011;10.870
06 Residuos metálicos;Madrid, Comunidad de;2010;4.273
06 Residuos metálicos;Murcia, Región de;2018;316
06 Residuos metálicos;Murcia, Región de;2017;240
06 Residuos metálicos;Murcia, Región de;2016;242
06 Residuos metálicos;Murcia, Región de;2015;194
06 Residuos metálicos;Murcia, Región de;2014;196
06 Residuos metálicos;Murcia, Región de;2013;190
06 Residuos metálicos;Murcia, Región de;2012;263
06 Residuos metálicos;Murcia, Región de;2011;3.275
06 Residuos metálicos;Murcia, Región de;2010;817
06 Residuos metálicos;Navarra, Comunidad Foral de;2018;143
06 Residuos metálicos;Navarra, Comunidad Foral de;2017;75
06 Residuos metálicos;Navarra, Comunidad Foral de;2016;194
06 Residuos metálicos;Navarra, Comunidad Foral de;2015;57
06 Residuos metálicos;Navarra, Comunidad Foral de;2014;57
06 Residuos metálicos;Navarra, Comunidad Foral de;2013;1.466
06 Residuos metálicos;Navarra, Comunidad Foral de;2012;1.331
06 Residuos metálicos;Navarra, Comunidad Foral de;2011;6.425
06 Residuos metálicos;Navarra, Comunidad Foral de;2010;1.894
06 Residuos metálicos;País Vasco;2018;1.065
06 Residuos metálicos;País Vasco;2017;1.476
06 Residuos metálicos;País Vasco;2016;1.367
06 Residuos metálicos;País Vasco;2015;430
06 Residuos metálicos;País Vasco;2014;435
06 Residuos metálicos;País Vasco;2013;929
06 Residuos metálicos;País Vasco;2012;1.428
06 Residuos metálicos;País Vasco;2011;1.457
06 Residuos metálicos;País Vasco;2010;2.402
06 Residuos metálicos;Rioja, La;2018;1
06 Residuos metálicos;Rioja, La;2017;74
06 Residuos metálicos;Rioja, La;2016;80
06 Residuos metálicos;Rioja, La;2015;26
06 Residuos metálicos;Rioja, La;2014;26
06 Residuos metálicos;Rioja, La;2013;2
06 Residuos metálicos;Rioja, La;2012;28
06 Residuos metálicos;Rioja, La;2011;0
06 Residuos metálicos;Rioja, La;2010;0
07.1 Residuos de vidrio;Total nacional;2018;834.764
07.1 Residuos de vidrio;Total nacional;2017;815.883
07.1 Residuos de vidrio;Total nacional;2016;797.928
07.1 Residuos de vidrio;Total nacional;2015;755.608
07.1 Residuos de vidrio;Total nacional;2014;733.864
07.1 Residuos de vidrio;Total nacional;2013;720.930
07.1 Residuos de vidrio;Total nacional;2012;735.547
07.1 Residuos de vidrio;Total nacional;2011;733.682
07.1 Residuos de vidrio;Total nacional;2010;804.000
07.1 Residuos de vidrio;Andalucía;2018;108.768
07.1 Residuos de vidrio;Andalucía;2017;91.570
07.1 Residuos de vidrio;Andalucía;2016;99.622
07.1 Residuos de vidrio;Andalucía;2015;95.057
07.1 Residuos de vidrio;Andalucía;2014;82.208
07.1 Residuos de vidrio;Andalucía;2013;79.001
07.1 Residuos de vidrio;Andalucía;2012;76.114
07.1 Residuos de vidrio;Andalucía;2011;74.820
07.1 Residuos de vidrio;Andalucía;2010;82.031
07.1 Residuos de vidrio;Aragón;2018;18.939
07.1 Residuos de vidrio;Aragón;2017;18.197
07.1 Residuos de vidrio;Aragón;2016;17.778
07.1 Residuos de vidrio;Aragón;2015;17.676
07.1 Residuos de vidrio;Aragón;2014;16.668
07.1 Residuos de vidrio;Aragón;2013;19.478
07.1 Residuos de vidrio;Aragón;2012;23.905
07.1 Residuos de vidrio;Aragón;2011;23.203
07.1 Residuos de vidrio;Aragón;2010;23.203
07.1 Residuos de vidrio;Asturias, Principado de;2018;16.425
07.1 Residuos de vidrio;Asturias, Principado de;2017;32.131
07.1 Residuos de vidrio;Asturias, Principado de;2016;37.945
07.1 Residuos de vidrio;Asturias, Principado de;2015;33.197
07.1 Residuos de vidrio;Asturias, Principado de;2014;32.687
07.1 Residuos de vidrio;Asturias, Principado de;2013;32.817
07.1 Residuos de vidrio;Asturias, Principado de;2012;33.534
07.1 Residuos de vidrio;Asturias, Principado de;2011;33.763
07.1 Residuos de vidrio;Asturias, Principado de;2010;31.626
07.1 Residuos de vidrio;Balears, Illes;2018;40.752
07.1 Residuos de vidrio;Balears, Illes;2017;38.640
07.1 Residuos de vidrio;Balears, Illes;2016;36.051
07.1 Residuos de vidrio;Balears, Illes;2015;31.759
07.1 Residuos de vidrio;Balears, Illes;2014;31.628
07.1 Residuos de vidrio;Balears, Illes;2013;29.324
07.1 Residuos de vidrio;Balears, Illes;2012;29.039
07.1 Residuos de vidrio;Balears, Illes;2011;22.298
07.1 Residuos de vidrio;Balears, Illes;2010;21.097
07.1 Residuos de vidrio;Canarias;2018;41.243
07.1 Residuos de vidrio;Canarias;2017;38.888
07.1 Residuos de vidrio;Canarias;2016;35.939
07.1 Residuos de vidrio;Canarias;2015;33.225
07.1 Residuos de vidrio;Canarias;2014;31.163
07.1 Residuos de vidrio;Canarias;2013;29.363
07.1 Residuos de vidrio;Canarias;2012;29.126
07.1 Residuos de vidrio;Canarias;2011;29.040
07.1 Residuos de vidrio;Canarias;2010;27.221
07.1 Residuos de vidrio;Cantabria;2018;11.261
07.1 Residuos de vidrio;Cantabria;2017;10.980
07.1 Residuos de vidrio;Cantabria;2016;11.212
07.1 Residuos de vidrio;Cantabria;2015;10.999
07.1 Residuos de vidrio;Cantabria;2014;10.237
07.1 Residuos de vidrio;Cantabria;2013;10.386
07.1 Residuos de vidrio;Cantabria;2012;10.281
07.1 Residuos de vidrio;Cantabria;2011;10.432
07.1 Residuos de vidrio;Cantabria;2010;10.547
07.1 Residuos de vidrio;Castilla y León;2018;49.557
07.1 Residuos de vidrio;Castilla y León;2017;48.353
07.1 Residuos de vidrio;Castilla y León;2016;44.175
07.1 Residuos de vidrio;Castilla y León;2015;40.826
07.1 Residuos de vidrio;Castilla y León;2014;40.857
07.1 Residuos de vidrio;Castilla y León;2013;40.280
07.1 Residuos de vidrio;Castilla y León;2012;40.774
07.1 Residuos de vidrio;Castilla y León;2011;41.676
07.1 Residuos de vidrio;Castilla y León;2010;42.714
07.1 Residuos de vidrio;Castilla - La Mancha;2018;21.350
07.1 Residuos de vidrio;Castilla - La Mancha;2017;21.371
07.1 Residuos de vidrio;Castilla - La Mancha;2016;20.555
07.1 Residuos de vidrio;Castilla - La Mancha;2015;20.630
07.1 Residuos de vidrio;Castilla - La Mancha;2014;20.690
07.1 Residuos de vidrio;Castilla - La Mancha;2013;21.040
07.1 Residuos de vidrio;Castilla - La Mancha;2012;21.061
07.1 Residuos de vidrio;Castilla - La Mancha;2011;21.268
07.1 Residuos de vidrio;Castilla - La Mancha;2010;20.887
07.1 Residuos de vidrio;Cataluña;2018;168.197
07.1 Residuos de vidrio;Cataluña;2017;182.760
07.1 Residuos de vidrio;Cataluña;2016;170.831
07.1 Residuos de vidrio;Cataluña;2015;158.878
07.1 Residuos de vidrio;Cataluña;2014;162.447
07.1 Residuos de vidrio;Cataluña;2013;154.732
07.1 Residuos de vidrio;Cataluña;2012;169.191
07.1 Residuos de vidrio;Cataluña;2011;180.729
07.1 Residuos de vidrio;Cataluña;2010;186.378
07.1 Residuos de vidrio;Comunitat Valenciana;2018;85.018
07.1 Residuos de vidrio;Comunitat Valenciana;2017;82.770
07.1 Residuos de vidrio;Comunitat Valenciana;2016;82.254
07.1 Residuos de vidrio;Comunitat Valenciana;2015;80.869
07.1 Residuos de vidrio;Comunitat Valenciana;2014;79.025
07.1 Residuos de vidrio;Comunitat Valenciana;2013;80.869
